INFO:root:Trial - Mean Train RMSE: 0.012195450402921984, Mean Val RMSE: 0.046480597851257494, Mean R2: 0.07826808852029733, Params: {'learning_rate': 0.03700910389219214, 'max_depth': 15, 'gamma': 0.039869191687270884, 'min_child_weight': 8.199001053769642, 'colsample_bytree': 0.7808351020590852, 'max_leaves': 74, 'subsample': 0.7665708775453693, 'reg_alpha': 0.8216856111276868, 'reg_lambda': 1.8284180082473152, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.09492884660646521, Mean Val RMSE: 0.10711023591246356, Composite Score: 0.23176069955754644, Params: {'learning_rate': 0.014404424573724676, 'max_depth': 11, 'gamma': 2.2584238923087607, 'min_child_weight': 12.89030801329036, 'colsample_bytree': 0.8841004063763193, 'max_leaves': 116, 'subsample': 0.9307130256322242, 'reg_alpha': 1.6269001621805985, 'reg_lambda': 1.1549986759276685, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.006441923754981438, Mean Val RMSE: 0.04228793322514419, Composite Score: 2.297031092495064, Params: {'learning_rate': 0.09139723787737788, 'max_depth': 11, 'gamma': 0.01048352316843327, 'min_child_weight': 8.565782767107983, 'colsample_bytree': 0.8578030245577699, 'max_leaves': 107, 'subsample': 0.9026393207559389, 'reg_alpha': 1.1809561259783197, 'reg_lambda': 1.0043866095602823, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.0884287506227401, Mean Val RMSE: 0.10249413790791076, Composite Score: 0.2362800163694488, Params: {'learning_rate': 0.037786137876256363, 'max_depth': 12, 'gamma': 1.5811599735464672, 'min_child_weight': 9.758154648285856, 'colsample_bytree': 0.8727804538739529, 'max_leaves': 99, 'subsample': 0.6949332437497812, 'reg_alpha': 1.4346506481357835, 'reg_lambda': 1.269762625361831, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.1143036847396431, Mean Val RMSE: 0.12252988453908675, Composite Score: 0.23521022032377462, Params: {'learning_rate': 0.04734873296874176, 'max_depth': 9, 'gamma': 3.8131652515688574, 'min_child_weight': 11.534583211775693, 'colsample_bytree': 0.9752798847232523, 'max_leaves': 120, 'subsample': 0.9100079140478643, 'reg_alpha': 1.322228006873758, 'reg_lambda': 1.1319804610458366, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.10166127734344636, Mean Val RMSE: 0.11241694424673854, Composite Score: 0.23170798151646874, Params: {'learning_rate': 0.11354072866732971, 'max_depth': 10, 'gamma': 2.7090360902047532, 'min_child_weight': 10.619318455718325, 'colsample_bytree': 0.8952493164686868, 'max_leaves': 110, 'subsample': 0.8706855396407279, 'reg_alpha': 1.2090848709655495, 'reg_lambda': 0.890194137062856, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.06858959999085348, Mean Val RMSE: 0.08688676897907, Composite Score: 0.2530659114903952, Params: {'learning_rate': 0.020395118874230213, 'max_depth': 11, 'gamma': 1.2311263501651404, 'min_child_weight': 11.9220130535228, 'colsample_bytree': 0.8458603431441931, 'max_leaves': 102, 'subsample': 0.9186266995611913, 'reg_alpha': 1.0685520432978988, 'reg_lambda': 1.1774310811211992, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.08955631186906554, Mean Val RMSE: 0.1030744335149546, Composite Score: 0.23400377132364886, Params: {'learning_rate': 0.0177471000037202, 'max_depth': 11, 'gamma': 1.9991446613038657, 'min_child_weight': 13.899856261372397, 'colsample_bytree': 0.9986278354240838, 'max_leaves': 115, 'subsample': 0.8934161992392601, 'reg_alpha': 1.4936050421155187, 'reg_lambda': 1.0850241686372315, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.10840505732694075, Mean Val RMSE: 0.11776248195185021, Composite Score: 0.23289235819011506, Params: {'learning_rate': 0.0590793066516767, 'max_depth': 13, 'gamma': 3.3363229100759284, 'min_child_weight': 11.09792902346047, 'colsample_bytree': 0.9236295632849696, 'max_leaves': 112, 'subsample': 0.9394348695967083, 'reg_alpha': 1.2727913332009457, 'reg_lambda': 1.4408188865511375, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.09689534002836744, Mean Val RMSE: 0.10857491692523961, Composite Score: 0.2311270215765171, Params: {'learning_rate': 0.0798992545813004, 'max_depth': 14, 'gamma': 2.4750222901054393, 'min_child_weight': 12.57125528817225, 'colsample_bytree': 0.7259022690494074, 'max_leaves': 106, 'subsample': 0.9545239894357819, 'reg_alpha': 1.3862176506220703, 'reg_lambda': 0.9694274608216245, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.08333561232521136, Mean Val RMSE: 0.09846740714414828, Composite Score: 0.23847741679680196, Params: {'learning_rate': 0.08753445236710033, 'max_depth': 15, 'gamma': 1.775763551240675, 'min_child_weight': 14.846767012476604, 'colsample_bytree': 0.8217793912202348, 'max_leaves': 83, 'subsample': 0.9645900284037126, 'reg_alpha': 1.3792883274502528, 'reg_lambda': 0.8302737967453195, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.10770621777061731, Mean Val RMSE: 0.11807731349679158, Composite Score: 0.237457258404179, Params: {'learning_rate': 0.08051766351668084, 'max_depth': 14, 'gamma': 2.6166533736422903, 'min_child_weight': 12.812884611040253, 'colsample_bytree': 0.5781509180746965, 'max_leaves': 22, 'subsample': 0.9574163635225876, 'reg_alpha': 1.8158238309000803, 'reg_lambda': 0.9594440856239353, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.1186777284283507, Mean Val RMSE: 0.12581413371830985, Composite Score: 0.2360082496636141, Params: {'learning_rate': 0.07735927311410046, 'max_depth': 13, 'gamma': 4.069445388605344, 'min_child_weight': 13.983435143431487, 'colsample_bytree': 0.6730642890623026, 'max_leaves': 105, 'subsample': 0.9384212158726964, 'reg_alpha': 1.4491176251042055, 'reg_lambda': 0.8922057309329575, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.10677663459034088, Mean Val RMSE: 0.1168185870091262, Composite Score: 0.23439847754652454, Params: {'learning_rate': 0.06706692440727112, 'max_depth': 14, 'gamma': 3.0573444585185343, 'min_child_weight': 12.703605872785506, 'colsample_bytree': 0.7082064159195626, 'max_leaves': 107, 'subsample': 0.9844117121117505, 'reg_alpha': 1.7101641143502933, 'reg_lambda': 1.0027466536462348, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.0136021906682687, Mean Val RMSE: 0.04729122557559045, Composite Score: 1.0703309881053162, Params: {'learning_rate': 0.10278539403812628, 'max_depth': 14, 'gamma': 0.0319418635921385, 'min_child_weight': 17.061691784505275, 'colsample_bytree': 0.8614769350445288, 'max_leaves': 103, 'subsample': 0.9509854812368981, 'reg_alpha': 1.3612804171671904, 'reg_lambda': 1.2425940380365341, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.08878895681637253, Mean Val RMSE: 0.10247439159526835, Composite Score: 0.23428573530397345, Params: {'learning_rate': 0.07122374679980174, 'max_depth': 12, 'gamma': 2.0646144728909728, 'min_child_weight': 10.073233838807292, 'colsample_bytree': 0.8793071297141494, 'max_leaves': 94, 'subsample': 0.9714729639705371, 'reg_alpha': 1.5452110210876644, 'reg_lambda': 0.9338744299539825, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.06498023574526296, Mean Val RMSE: 0.08495112861023034, Composite Score: 0.2660489690067399, Params: {'learning_rate': 0.06000254025554044, 'max_depth': 11, 'gamma': 1.0933371563881735, 'min_child_weight': 7.7914807017336924, 'colsample_bytree': 0.726642400471258, 'max_leaves': 98, 'subsample': 0.9987893998868882, 'reg_alpha': 1.2904173262279273, 'reg_lambda': 1.3596468415981633, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.09299603258223783, Mean Val RMSE: 0.10589341221641344, Composite Score: 0.23384558011397027, Params: {'learning_rate': 0.03499663176066488, 'max_depth': 12, 'gamma': 2.4305187195185085, 'min_child_weight': 12.363756698459646, 'colsample_bytree': 0.8964062420548108, 'max_leaves': 88, 'subsample': 0.9266947786351476, 'reg_alpha': 0.7898597224264634, 'reg_lambda': 1.0480757751242142, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.11816191721189404, Mean Val RMSE: 0.13062229275746898, Composite Score: 0.2621411160117204, Params: {'learning_rate': 0.00161956725821711, 'max_depth': 11, 'gamma': 1.4547028728876708, 'min_child_weight': 6.426060862768639, 'colsample_bytree': 0.6181740192901258, 'max_leaves': 80, 'subsample': 0.8242635168601453, 'reg_alpha': 1.3956923431630053, 'reg_lambda': 0.7842014731367697, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.10038387451661113, Mean Val RMSE: 0.11163303395356299, Composite Score: 0.23288207401118882, Params: {'learning_rate': 0.04264528533510578, 'max_depth': 11, 'gamma': 2.9703016866173693, 'min_child_weight': 11.419873436622138, 'colsample_bytree': 0.9600444886901619, 'max_leaves': 110, 'subsample': 0.938401822937741, 'reg_alpha': 0.6064306087110443, 'reg_lambda': 1.1748150687846222, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.11828299360186041, Mean Val RMSE: 0.12580242820990895, Composite Score: 0.23736768293997015, Params: {'learning_rate': 0.05245017458693448, 'max_depth': 11, 'gamma': 4.172350162261391, 'min_child_weight': 13.611952797869947, 'colsample_bytree': 0.9806848475432581, 'max_leaves': 73, 'subsample': 0.9179899755052152, 'reg_alpha': 1.4943430339795403, 'reg_lambda': 1.1078293415524147, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.09820821623579373, Mean Val RMSE: 0.10971024929810677, Composite Score: 0.23166969649136032, Params: {'learning_rate': 0.004522769124653425, 'max_depth': 13, 'gamma': 1.8005464767226584, 'min_child_weight': 10.769929044610981, 'colsample_bytree': 0.8839135206238429, 'max_leaves': 101, 'subsample': 0.884336046381673, 'reg_alpha': 3.8611524806664494, 'reg_lambda': 1.3076620883783099, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.12944594973176443, Mean Val RMSE: 0.1352751059179733, Composite Score: 0.24594575651752337, Params: {'learning_rate': 0.09237864580392309, 'max_depth': 12, 'gamma': 4.949551055031659, 'min_child_weight': 11.899665507465043, 'colsample_bytree': 0.6416710512841067, 'max_leaves': 96, 'subsample': 0.8633894611067718, 'reg_alpha': 1.6354171013830545, 'reg_lambda': 1.2201180931212037, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.10961314669601305, Mean Val RMSE: 0.11848109190863006, Composite Score: 0.2319397008009653, Params: {'learning_rate': 0.04742424630953816, 'max_depth': 11, 'gamma': 3.3210636189636684, 'min_child_weight': 13.205123894097113, 'colsample_bytree': 0.7687125139608056, 'max_leaves': 91, 'subsample': 0.9112768278816398, 'reg_alpha': 1.2262398565670034, 'reg_lambda': 0.9920348995649836, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.1012063423738867, Mean Val RMSE: 0.11260985829181229, Composite Score: 0.23475515513383238, Params: {'learning_rate': 0.003041693459735045, 'max_depth': 9, 'gamma': 2.4286160709343023, 'min_child_weight': 9.247981950611129, 'colsample_bytree': 0.8711775442117626, 'max_leaves': 107, 'subsample': 0.9564159467613034, 'reg_alpha': 1.316671407620777, 'reg_lambda': 1.1127299441448524, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.08934456129482608, Mean Val RMSE: 0.10376297651016093, Composite Score: 0.2393511044697643, Params: {'learning_rate': 0.12524790709237732, 'max_depth': 11, 'gamma': 2.049909691713805, 'min_child_weight': 11.06567495887388, 'colsample_bytree': 0.5990770927325769, 'max_leaves': 122, 'subsample': 0.9291113977302374, 'reg_alpha': 0.8716787585222157, 'reg_lambda': 1.0472075781944605, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.11090264383756188, Mean Val RMSE: 0.12019115649326817, Composite Score: 0.23597694887660473, Params: {'learning_rate': 0.14919510262668706, 'max_depth': 8, 'gamma': 3.423952176536112, 'min_child_weight': 10.193461306273097, 'colsample_bytree': 0.9077493956271382, 'max_leaves': 60, 'subsample': 0.8985536590963155, 'reg_alpha': 1.165256232377784, 'reg_lambda': 1.1949868743530234, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.08446507653871368, Mean Val RMSE: 0.09913805580245463, Composite Score: 0.23648001774415534, Params: {'learning_rate': 0.012714557599105345, 'max_depth': 11, 'gamma': 1.528209645337218, 'min_child_weight': 12.243399127913449, 'colsample_bytree': 0.8335339651083764, 'max_leaves': 105, 'subsample': 0.8041413149595271, 'reg_alpha': 1.4202449695830361, 'reg_lambda': 2.9022432103148086, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.0993151923535959, Mean Val RMSE: 0.1106936464635058, Composite Score: 0.2322889559232282, Params: {'learning_rate': 0.04040976205249449, 'max_depth': 11, 'gamma': 2.639369010806264, 'min_child_weight': 11.494262855554762, 'colsample_bytree': 0.9517980422970967, 'max_leaves': 118, 'subsample': 0.8716457616282289, 'reg_alpha': 0.9863668810033255, 'reg_lambda': 0.9369377227036577, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.09039815474983309, Mean Val RMSE: 0.10358354926086026, Composite Score: 0.2328420401186856, Params: {'learning_rate': 0.06685498958693595, 'max_depth': 12, 'gamma': 2.090212770621657, 'min_child_weight': 14.891458425105785, 'colsample_bytree': 0.8878363238676317, 'max_leaves': 109, 'subsample': 0.9215062747644874, 'reg_alpha': 1.2521131585036522, 'reg_lambda': 1.3004555133520754, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.11501534973610802, Mean Val RMSE: 0.12296067555633924, Composite Score: 0.23479490292181698, Params: {'learning_rate': 0.07781518507106971, 'max_depth': 10, 'gamma': 3.838464471173949, 'min_child_weight': 10.589219554786318, 'colsample_bytree': 0.9370628984533546, 'max_leaves': 85, 'subsample': 0.9409078940576451, 'reg_alpha': 1.3496144423542757, 'reg_lambda': 4.745261273863847, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.1029992889746801, Mean Val RMSE: 0.11328097940742272, Composite Score: 0.2307731714829807, Params: {'learning_rate': 0.05404248115114902, 'max_depth': 11, 'gamma': 2.7922642472338675, 'min_child_weight': 12.96679783785285, 'colsample_bytree': 0.8545822882825189, 'max_leaves': 103, 'subsample': 0.887903898857568, 'reg_alpha': 1.130536609744072, 'reg_lambda': 1.6072164930502522, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.10781613933860597, Mean Val RMSE: 0.11714804358052608, Composite Score: 0.23197959212620684, Params: {'learning_rate': 0.05558594878190922, 'max_depth': 11, 'gamma': 3.191492008481676, 'min_child_weight': 15.66341316185858, 'colsample_bytree': 0.8475259177006649, 'max_leaves': 100, 'subsample': 0.8841293963750894, 'reg_alpha': 1.1049079379337285, 'reg_lambda': 1.5421740799038375, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.08368746388117841, Mean Val RMSE: 0.09855906829031963, Composite Score: 0.23710421246309538, Params: {'learning_rate': 0.062458782976698234, 'max_depth': 11, 'gamma': 1.7822476506428118, 'min_child_weight': 13.261168072042492, 'colsample_bytree': 0.8587355061434697, 'max_leaves': 102, 'subsample': 0.881831840508336, 'reg_alpha': 1.009197528758704, 'reg_lambda': 1.3850390305045412, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.006744281954281459, Mean Val RMSE: 0.04224025348369391, Composite Score: 2.1763982697055644, Params: {'learning_rate': 0.04802319590171859, 'max_depth': 11, 'gamma': 0.0032752832981075464, 'min_child_weight': 12.521913509145163, 'colsample_bytree': 0.8600110284408277, 'max_leaves': 104, 'subsample': 0.864626406567189, 'reg_alpha': 2.333584753462088, 'reg_lambda': 1.4344914226554395, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.07387317769479482, Mean Val RMSE: 0.09158372062241302, Composite Score: 0.25019085413743253, Params: {'learning_rate': 0.044645758084469495, 'max_depth': 14, 'gamma': 1.1887966883720724, 'min_child_weight': 14.046939610293943, 'colsample_bytree': 0.5408212281740264, 'max_leaves': 100, 'subsample': 0.8952395349704373, 'reg_alpha': 1.5288225781418956, 'reg_lambda': 1.2611256591683127, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.10303847003732006, Mean Val RMSE: 0.11369381062300624, Composite Score: 0.23290781358125878, Params: {'learning_rate': 0.0545007570489735, 'max_depth': 12, 'gamma': 2.752630046577322, 'min_child_weight': 13.543116846756828, 'colsample_bytree': 0.8360805930426176, 'max_leaves': 95, 'subsample': 0.8425508260881879, 'reg_alpha': 0.9159356536222121, 'reg_lambda': 1.6409677398558866, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.0513890425779195, Mean Val RMSE: 0.07432657873107142, Composite Score: 0.3037115475206261, Params: {'learning_rate': 0.05184897237580012, 'max_depth': 11, 'gamma': 0.724952000572672, 'min_child_weight': 12.631382969204125, 'colsample_bytree': 0.876766597721773, 'max_leaves': 106, 'subsample': 0.9644671777589761, 'reg_alpha': 1.0620946413336474, 'reg_lambda': 1.1309631427852531, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.11790444103367811, Mean Val RMSE: 0.12530615191536387, Composite Score: 0.2361988268805866, Params: {'learning_rate': 0.07143313701280278, 'max_depth': 11, 'gamma': 3.9307312228493405, 'min_child_weight': 12.005689097788261, 'colsample_bytree': 0.8691480946161382, 'max_leaves': 97, 'subsample': 0.8560119574112425, 'reg_alpha': 1.1431914728448536, 'reg_lambda': 2.389607617170466, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.09606766911350005, Mean Val RMSE: 0.10788802996937316, Composite Score: 0.23098019488548582, Params: {'learning_rate': 0.06184074428191095, 'max_depth': 11, 'gamma': 2.2914659533799746, 'min_child_weight': 11.662760054964934, 'colsample_bytree': 0.9037992005771792, 'max_leaves': 108, 'subsample': 0.9050896591838034, 'reg_alpha': 1.6103106032012224, 'reg_lambda': 1.7257373310370474, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.08474222980022983, Mean Val RMSE: 0.09990540208396305, Composite Score: 0.23986582558094877, Params: {'learning_rate': 0.06216292163942301, 'max_depth': 11, 'gamma': 1.4472349349474856, 'min_child_weight': 13.160581500100177, 'colsample_bytree': 0.9076802884149977, 'max_leaves': 31, 'subsample': 0.8902409824102487, 'reg_alpha': 1.7561669890444132, 'reg_lambda': 1.9935966461365362, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.11124068062259755, Mean Val RMSE: 0.1206508445368091, Composite Score: 0.237107696910848, Params: {'learning_rate': 0.06137325525988213, 'max_depth': 15, 'gamma': 2.0943257298836446, 'min_child_weight': 11.829550392412301, 'colsample_bytree': 0.8947249731500847, 'max_leaves': 103, 'subsample': 0.5057436234893969, 'reg_alpha': 1.6095912075392564, 'reg_lambda': 1.2685768401090343, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.10939687521812522, Mean Val RMSE: 0.11887214813829387, Composite Score: 0.23491668776622826, Params: {'learning_rate': 0.01556691915675293, 'max_depth': 11, 'gamma': 2.2802272579132774, 'min_child_weight': 18.401680431696644, 'colsample_bytree': 0.9054778656989908, 'max_leaves': 108, 'subsample': 0.652500307633389, 'reg_alpha': 1.9690776546614324, 'reg_lambda': 1.6468711561744893, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.1269932221297238, Mean Val RMSE: 0.13283753968930712, Composite Score: 0.24221105911772411, Params: {'learning_rate': 0.04810930768487149, 'max_depth': 10, 'gamma': 4.989997773870171, 'min_child_weight': 12.644601192443389, 'colsample_bytree': 0.8883706009370277, 'max_leaves': 105, 'subsample': 0.8772446641561708, 'reg_alpha': 1.4737762217698693, 'reg_lambda': 1.827829666868101, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.08456482551954418, Mean Val RMSE: 0.09932234822203892, Composite Score: 0.23710364545074708, Params: {'learning_rate': 0.03756286239351203, 'max_depth': 11, 'gamma': 1.673549296179349, 'min_child_weight': 14.112270326123296, 'colsample_bytree': 0.811778451423168, 'max_leaves': 108, 'subsample': 0.9034879052518373, 'reg_alpha': 1.5637976250319658, 'reg_lambda': 1.5853939602193718, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.10558365337232725, Mean Val RMSE: 0.11560789459984264, Composite Score: 0.23272576743242784, Params: {'learning_rate': 0.05626141444642972, 'max_depth': 11, 'gamma': 3.054141740795461, 'min_child_weight': 11.54273798973613, 'colsample_bytree': 0.8467497626251691, 'max_leaves': 99, 'subsample': 0.947649316568804, 'reg_alpha': 1.3736909166859785, 'reg_lambda': 1.4199134232137902, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.09908160778429062, Mean Val RMSE: 0.11039446322194779, Composite Score: 0.23163052144589946, Params: {'learning_rate': 0.04289255226825659, 'max_depth': 11, 'gamma': 2.485877927263038, 'min_child_weight': 12.30848970085331, 'colsample_bytree': 0.9113813519882641, 'max_leaves': 104, 'subsample': 0.9178797934073002, 'reg_alpha': 1.7371449413505697, 'reg_lambda': 1.3375950179131433, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.08752913451026582, Mean Val RMSE: 0.1014009486039968, Composite Score: 0.23420918892572806, Params: {'learning_rate': 0.05131152228853549, 'max_depth': 10, 'gamma': 1.7824885270595892, 'min_child_weight': 14.614457457436812, 'colsample_bytree': 0.8763877497699656, 'max_leaves': 111, 'subsample': 0.8978898897448435, 'reg_alpha': 1.6531685244581806, 'reg_lambda': 1.2033821047788245, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.11162314798610762, Mean Val RMSE: 0.12033411936052663, Composite Score: 0.23392933740774915, Params: {'learning_rate': 0.06979560315314293, 'max_depth': 11, 'gamma': 3.5745581243269546, 'min_child_weight': 13.383412682324561, 'colsample_bytree': 0.8978428855292687, 'max_leaves': 93, 'subsample': 0.9312030067589158, 'reg_alpha': 1.3092157665285027, 'reg_lambda': 1.170645553375686, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.0756713642791885, Mean Val RMSE: 0.09280828127321143, Composite Score: 0.24692374322424754, Params: {'learning_rate': 0.0339757753265412, 'max_depth': 11, 'gamma': 1.26786527926869, 'min_child_weight': 11.111969518004205, 'colsample_bytree': 0.7154846834767192, 'max_leaves': 55, 'subsample': 0.8753215954381325, 'reg_alpha': 1.440688658110812, 'reg_lambda': 1.8423452426587177, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.09315304081198757, Mean Val RMSE: 0.1058215366182275, Composite Score: 0.2326454653220959, Params: {'learning_rate': 0.05563382655065974, 'max_depth': 11, 'gamma': 2.3474962464012, 'min_child_weight': 11.854169051371883, 'colsample_bytree': 0.9226965081764377, 'max_leaves': 48, 'subsample': 0.9774177638777207, 'reg_alpha': 1.2448093824845239, 'reg_lambda': 1.4808329535329603, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.06530354894437256, Mean Val RMSE: 0.08500013132918002, Composite Score: 0.2638233805564834, Params: {'learning_rate': 0.042433508367858364, 'max_depth': 10, 'gamma': 0.938310910437142, 'min_child_weight': 12.911111860335144, 'colsample_bytree': 0.8589109860529746, 'max_leaves': 89, 'subsample': 0.910694092943259, 'reg_alpha': 1.8164349125893864, 'reg_lambda': 1.1313530822325093, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.011068977929740724, Mean Val RMSE: 0.04535436413360476, Composite Score: 1.3153639470673506, Params: {'learning_rate': 0.01457428043018845, 'max_depth': 11, 'gamma': 1.9710421876680253e-05, 'min_child_weight': 1.8373686145530688, 'colsample_bytree': 0.8843939413139944, 'max_leaves': 101, 'subsample': 0.787101570143479, 'reg_alpha': 1.5321498915006238, 'reg_lambda': 1.7453093979659533, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.11441239917755053, Mean Val RMSE: 0.12260906906688354, Composite Score: 0.23522649442822405, Params: {'learning_rate': 0.06232396517236112, 'max_depth': 11, 'gamma': 3.0026224830572006, 'min_child_weight': 11.191617342346714, 'colsample_bytree': 0.8686195007330275, 'max_leaves': 107, 'subsample': 0.7122100844638687, 'reg_alpha': 1.4114238446204093, 'reg_lambda': 2.0190462236505926, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.002352187675796208, Mean Val RMSE: 0.038275606381041036, Composite Score: 6.17341160064277, Params: {'learning_rate': 0.04762191946587073, 'max_depth': 10, 'gamma': 0.001370620843200638, 'min_child_weight': 9.867677150910376, 'colsample_bytree': 0.8979709172582855, 'max_leaves': 112, 'subsample': 0.9488243409824141, 'reg_alpha': 0.7407875859231859, 'reg_lambda': 1.2643741286645689, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.12596740838038745, Mean Val RMSE: 0.13203644507875928, Composite Score: 0.24172001309013258, Params: {'learning_rate': 0.05198925866786578, 'max_depth': 7, 'gamma': 3.9960044693192422, 'min_child_weight': 12.220699682316807, 'colsample_bytree': 0.916063303348527, 'max_leaves': 103, 'subsample': 0.8188287375673936, 'reg_alpha': 3.052544542621713, 'reg_lambda': 1.0873243120284595, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.009994288142273612, Mean Val RMSE: 0.044278250048100085, Composite Score: 1.446709969248102, Params: {'learning_rate': 0.03943459239592129, 'max_depth': 11, 'gamma': 0.01785052445113807, 'min_child_weight': 11.616896471061438, 'colsample_bytree': 0.8863354993865412, 'max_leaves': 79, 'subsample': 0.9286943765072686, 'reg_alpha': 1.194032821307529, 'reg_lambda': 1.195736829815942, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.09122793046488124, Mean Val RMSE: 0.1044800436123023, Composite Score: 0.23412271986900116, Params: {'learning_rate': 0.030357275717077505, 'max_depth': 11, 'gamma': 1.960706403239934, 'min_child_weight': 10.482770397267137, 'colsample_bytree': 0.8520137789253206, 'max_leaves': 126, 'subsample': 0.8366347913822987, 'reg_alpha': 1.3409694416212687, 'reg_lambda': 1.3316029886073704, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.10154127464286815, Mean Val RMSE: 0.1122868882715328, Composite Score: 0.23150427823370506, Params: {'learning_rate': 0.05830768028362366, 'max_depth': 13, 'gamma': 2.726854507663982, 'min_child_weight': 13.445057743416482, 'colsample_bytree': 0.9052850199129107, 'max_leaves': 97, 'subsample': 0.8890176443960448, 'reg_alpha': 1.2634236652600985, 'reg_lambda': 1.1521462635670041, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.02304385988377059, Mean Val RMSE: 0.05333858252079622, Composite Score: 0.6156959555478053, Params: {'learning_rate': 0.012907543756503945, 'max_depth': 11, 'gamma': 0.1073728167864077, 'min_child_weight': 15.681844080835273, 'colsample_bytree': 0.8725974357163049, 'max_leaves': 109, 'subsample': 0.9172977306265985, 'reg_alpha': 1.6225127459637323, 'reg_lambda': 0.8439240617799112, 'device': 'cuda'}
INFO:root:Trial - Mean Train RMSE: 0.08092728600614997, Mean Val RMSE: 0.0967369343667545, Composite Score: 0.24112685488916002, Params: {'learning_rate': 0.07863350731473187, 'max_depth': 11, 'gamma': 1.58464474983725, 'min_child_weight': 12.621304319642904, 'colsample_bytree': 0.8962297008471959, 'max_leaves': 62, 'subsample': 0.861754363185108, 'reg_alpha': 1.1429537496982485, 'reg_lambda': 2.1693044964105757, 'device': 'cuda'}
